Products Brand Name,Inventory Conversion Inputs Outputs Output Product,Strain Name,Inventory Conversions Batch Name,package_ID,Batch Harvest Date,Batch Lab Results Lab Result URL,Products Vendor Name,Inventory Producer Name,Manufacturing Date
ZENZONA,zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,Hybrid,221227-001-BBC,42688,12/27/2022,https://lims.tagleaf.com/coas/ULkMC2TS05zhsxhW70prAA461Iums8GmTgJYrh2xNBOSoCgsDm,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Kosher Kush 14g - Mid,Kosher Kush,235-221227.0001,35149,12/27/2022,https://lims.tagleaf.com/coas/1tlDJ09Nf47vObfLi1i4EiChQWPgMRpVdI1FkfFNEM1bTIELZf,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - GG4,GG4,231221-009CGGG,55310,12/27/2022,https://orders.confidentcannabis.com/report/public/pdf/3acd98f1-c376-46db-958c-f5929b7a5ce5,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - GG4,GG4,231221-009CGGG,55310,12/27/2022,https://orders.confidentcannabis.com/report/public/pdf/3acd98f1-c376-46db-958c-f5929b7a5ce5,"Forever 46, LLC - 00000057DCHF00477864",,12/21/2023
DTF - Downtown Flower,Cali Lightning 3.5g - Signature,Cali Lightning,CLT-221227.0001,35028,12/27/2022,https://lims.tagleaf.com/coas/jsyg4OjpaL66jYwvbY4Ck91V5ctoK9Z9Y2BtyFB3nfm7HNjROQ,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - Durban Poison,Durban Poison,231221-008CGDP,54688,12/27/2022,https://orders.confidentcannabis.com/report/public/pdf/3a602e81-6b9b-43e5-9983-d8ff965e1e62,"Forever 46, LLC - 00000057DCHF00477864",,12/21/2023
iLAVA,ClearGold Cartridge 1000mg - Northern Lights,Northern Lights,231221-013CGNL,55162,12/27/2022,https://orders.confidentcannabis.com/report/public/pdf/a2160f1a-c778-48b2-bcd3-028e14376d2b,"Forever 46, LLC - 00000057DCHF00477864",,12/21/2023
iLAVA,ClearGold Cartridge 1000mg - Northern Lights,Northern Lights,231221-013CGNL,55162,12/27/2022,https://orders.confidentcannabis.com/report/public/pdf/a2160f1a-c778-48b2-bcd3-028e14376d2b,"Forever 46, LLC - 00000057DCHF00477864",,12/21/2023
DTF - Downtown Flower,Monkey Nougat 3.5g - Mid,Monkey Nougat,323s-221227.0001,38265,12/27/2022,https://lims.tagleaf.com/coas/b3raevZcxeexAy4HO2ejkwm9TGO2ti2DxZ6mTwFHHmxGP5F0EB,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Fatso 28g - Value,Fatso,224-221227.0001,35581,12/27/2022,https://lims.tagleaf.com/coas/dh9Waxuu20z5lNm2hsaW2Euj45U3GeCEZfiyYwEa0palQuHyYG,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Zack's Rhino 3.5g - Value,Zack's Rhino,291C-221227.0001,36126,12/27/2022,https://lims.tagleaf.com/coas/V6XVO3ejawE8v3kvC3rs1o4f0eDZeMpm8ZWSZFTwHjMrTrk78N,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,Hybrid,221227-001-BBC,41943,12/27/2022,https://lims.tagleaf.com/coas/ULkMC2TS05zhsxhW70prAA461Iums8GmTgJYrh2xNBOSoCgsDm,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,Hybrid,221227-001-BBC,33804,12/27/2022,https://lims.tagleaf.com/coas/ULkMC2TS05zhsxhW70prAA461Iums8GmTgJYrh2xNBOSoCgsDm,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Pineberry 100mg RSO - Indica,Indica,221227-002-PB,37094,12/27/2022,https://lims.tagleaf.com/coas/UBKgTX2FX4Ei8EIADIAhFfISUuRyNFBdl1mGp96lIy2ECDfKrU,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - A La Oreoz,A La Oreoz,ALO-221227.0001,38056,12/27/2022,https://lims.tagleaf.com/coas/jYNoz8tL8uqMPH3fIXTT1J3DRMSqLDRTdT2EOjvd6lH0JL02we,"Forever 46, LLC - 00000057DCHF00477864",,
HI KETO,Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,Indica Blend,221227-002-HIK,52572,12/27/2022,https://orders.confidentcannabis.com/report/public/pdf/cc8218b2-aa6d-4a53-8ca5-caafe7775252,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Molecular Live Resin Cartridge 500mg - Strawberry Cooler,Strawberry Cooler,230131-011,41884,12/27/2022,https://lims.tagleaf.com/coas/OvEIXM759KFnChmLZi8Raue8JK5W4wh1FEXeY2t01e5TDxHYZX,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Cali-O-Socks 3.5g - Mid,Cali-O-Socks,Cali-O Socks-221227.0001,35228,12/27/2022,https://lims.tagleaf.com/coas/SPxnlEEktfPRKVVXvSs6IVi1MciS8cybwa1PhSqJpVJ7HmcGG2,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,A La Oreoz 28g - Value,A La Oreoz,ALO-221227.0001,35347,12/27/2022,https://lims.tagleaf.com/coas/jYNoz8tL8uqMPH3fIXTT1J3DRMSqLDRTdT2EOjvd6lH0JL02we,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,nu TGK 14g - Mid,nu TGK,ntgk-221227.0001,35233,12/27/2022,https://lims.tagleaf.com/coas/iepBjUHdrjRVEfpIoHgQsD0DIMsvuknlzAUQTlmSyLZvJuIuLW,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Marshmellow Squirt,Marshmellow Squirt,Marshmellow Squirt-221227.0001,40483,12/27/2022,https://lims.tagleaf.com/coas/CdA4KRUErLMs6iH8YuLcNyD9xETEGex8Ni96t7MlAUaBtzrHAM,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Tangistan Kush,Tangistan Kush,TGK-221226.0001,36871,12/26/2022,https://lims.tagleaf.com/coas/6WNVvMGqbGrEnBgW21AUykOw5pQeZFRVjXb5HfxdAMPAher9FL,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 1g - Millionaire Gelato,Millionaire Gelato,Millionaire Gelato-221226.0001,40022,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blue Dream X 7g - Value,Blue Dream X,272X-221226.0001,37081,12/26/2022,https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Tangistan Kush 28g - Value,Tangistan Kush,TGK-221226.0001,34570,12/26/2022,https://lims.tagleaf.com/coas/6WNVvMGqbGrEnBgW21AUykOw5pQeZFRVjXb5HfxdAMPAher9FL,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Millionaire Gelato,Millionaire Gelato,Millionaire Gelato-221226.0001,35818,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blue Dream X 14g - Value,Blue Dream X,272X-221226.0001,37079,12/26/2022,https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Millionaire Gelato 3.5g - Value,Millionaire Gelato,Millionaire Gelato-221226.0001,34104,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Molecular Live Resin Cartridge 500mg - Jokers Candy,Jokers Candy,221226-001LR,40150,12/26/2022,https://lims.tagleaf.com/coas/ItKCdPbwamcnd2NrCRJsPZp8Cj0nkexne2SfAxmbNp9eyU6ZgQ,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Tangistan Kush 14g - Value,Tangistan Kush,TGK-221226.0001,34540,12/26/2022,https://lims.tagleaf.com/coas/6WNVvMGqbGrEnBgW21AUykOw5pQeZFRVjXb5HfxdAMPAher9FL,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 1g - Millionaire Gelato,Millionaire Gelato,Millionaire Gelato-221226.0001,41653,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Blue Dream X,Blue Dream X,272X-221226.0001,39023,12/26/2022,https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 2.5g - Millionaire Gelato,Millionaire Gelato,Millionaire Gelato-221226.0001,42286,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Tangistan Kush 3.5g - Value,Tangistan Kush,TGK-221226.0001,34733,12/26/2022,https://lims.tagleaf.com/coas/6WNVvMGqbGrEnBgW21AUykOw5pQeZFRVjXb5HfxdAMPAher9FL,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Millionaire Gelato 14g - Value,Millionaire Gelato,Millionaire Gelato-221226.0001,34252,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
High Scorez,High Scorez Sauce Infused Preroll 1.2g - Millionaire Gelato x Forest Fire,Millionaire Gelato x Forest Fire,230301.0004-IPR,35760,12/26/2022,https://lims.tagleaf.com/coas/VVLyyrAV84wnw33SfcaKRbEDuX927MI1oTfOsd9n06zW3nuNOr,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blue Dream X 3.5g - Value,Blue Dream X,272X-221226.0001,34159,12/26/2022,https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Molecular Live Resin Cartridge 500mg - Jokers Candy,Jokers Candy,221226-001LR,42068,12/26/2022,https://lims.tagleaf.com/coas/ItKCdPbwamcnd2NrCRJsPZp8Cj0nkexne2SfAxmbNp9eyU6ZgQ,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 1g - Millionaire Gelato,Millionaire Gelato,Millionaire Gelato-221226.0001,43536,12/26/2022,https://lims.tagleaf.com/coas/zZ0G2xQdsvjhtSbrUX5Q07Lt7N18XS5WdZE1WdEGISZUCviNmP,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Molecular Live Resin Cartridge 500mg - Jokers Candy,Jokers Candy,221226-001LR,41528,12/26/2022,https://lims.tagleaf.com/coas/ItKCdPbwamcnd2NrCRJsPZp8Cj0nkexne2SfAxmbNp9eyU6ZgQ,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blue Dream X 28g - Value,Blue Dream X,272X-221226.0001,37018,12/26/2022,https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Larry Lem OG 3.5g - Mid,Larry Lem OG,Larry Lem OG-221222.0001,34458,12/22/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,A La Oreoz 14g - Mid,A La Oreoz,ALO-221222.0001,34102,12/22/2022,https://lims.tagleaf.com/coas/urxB9dol42Fjjy9NSbAhPlPd9H9dj3vEe2ji6pHAzjvfYJF5i9,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Orange Wafers 3.5g - Mid,Orange Wafers,308A-221222.0001,34048,12/22/2022,https://lims.tagleaf.com/coas/CMwkGmgAY9m7DokfiUrY8wNKr30NtG2MFGGBvG7Bcwc52icdXp,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Oreoz Mode,Oreoz Mode,OMO-221222.0001,36603,12/22/2022,https://lims.tagleaf.com/coas/hVGPsvA88sSTPQiQpVeO1KeHZdWf8SsQbmxb373itKPwzoYvlx,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,A La Oreoz 28g - Mid,A La Oreoz,ALO-221222.0001,34140,12/22/2022,https://lims.tagleaf.com/coas/urxB9dol42Fjjy9NSbAhPlPd9H9dj3vEe2ji6pHAzjvfYJF5i9,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REST 6 Pack Prerolls 3g - White Truffle,White Truffle,317s-221222.0001,39461,12/22/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Jokerz Candy 28g - Value,Jokerz Treat,JRK CNDY-221222.0001,34306,12/22/2022,https://lims.tagleaf.com/coas/G9FdLcbMniiiS7K168IaLO7ZoYKxjRGo0ngD10Gtq1mEQkA6mr,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Jokerz Candy 14g - Value,Jokerz Treat,JRK CNDY-221222.0001,34308,12/22/2022,https://lims.tagleaf.com/coas/G9FdLcbMniiiS7K168IaLO7ZoYKxjRGo0ngD10Gtq1mEQkA6mr,"Forever 46, LLC - 00000057DCHF00477864",,
High Scorez,High Scorez Sauce Infused Preroll 1.2g - Om Cookies x Orange Guava,Om Cookies x Orange Guava,230307.0002-IPR,36103,12/22/2022,https://lims.tagleaf.com/coas/pdAfwVvRTKQZktQdCPqCmg2j47nH3sjn2zfgmb7Fi4sTPVvkRP,"Forever 46, LLC - 00000057DCHF00477864",,3/7/2023
DTF - Downtown Flower,Sonoran Lava 28g - Mid,Sonoran Lava,290D-221222.0001,34914,12/22/2022,https://lims.tagleaf.com/coas/6XKABYJaA5R1v1RLIpp3NFEaGGCi2069ADu4JDT5NRGsM9EEFC,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Oreoz Mode,Oreoz Mode,OMO-221222.0001,37641,12/22/2022,https://lims.tagleaf.com/coas/hVGPsvA88sSTPQiQpVeO1KeHZdWf8SsQbmxb373itKPwzoYvlx,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Sonoran Lava 14g - Mid,Sonoran Lava,290D-221222.0001,34927,12/22/2022,https://lims.tagleaf.com/coas/6XKABYJaA5R1v1RLIpp3NFEaGGCi2069ADu4JDT5NRGsM9EEFC,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Oreoz Mode 3.5g - Signature,Oreoz Mode,OMO-221222.0001,34820,12/22/2022,https://lims.tagleaf.com/coas/hVGPsvA88sSTPQiQpVeO1KeHZdWf8SsQbmxb373itKPwzoYvlx,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,A La Oreoz 3.5g - Mid,A La Oreoz,ALO-221222.0001,34128,12/22/2022,https://lims.tagleaf.com/coas/urxB9dol42Fjjy9NSbAhPlPd9H9dj3vEe2ji6pHAzjvfYJF5i9,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Monkey Nougat,Monkey Nougat,323s-221222.0001,40431,12/22/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
Copperstate,El Chivo #5 7g - Value,El Chivo #5,3522ELCH.33.DT,37649,12/21/2022,,"Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED",,
iLAVA,Atomic Cartridge 1000mg - Millionaire Gelato,Millionaire Gelato,230628-003,45926,12/15/2022,https://lims.tagleaf.com/coas/OU3aNIxztHga1YZoZ5OrvCDHGVkOOKVAUHQS4W2al1ToWbBxrb,"Forever 46, LLC - 00000057DCHF00477864",,6/28/2023
iLAVA,Molecular Live Resin Cartridge 500mg - Millionaire Gelato,Millionaire Gelato,230131-008,40111,12/15/2022,https://lims.tagleaf.com/coas/AqIvpCPbAuVENbBUW6RnbKbCUAW9yovhENZq6oI3HjifO7Xjsq,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Atomic Cartridge 500mg - Millionaire Gelato,Millionaire Gelato,230628-003,45924,12/15/2022,https://lims.tagleaf.com/coas/OU3aNIxztHga1YZoZ5OrvCDHGVkOOKVAUHQS4W2al1ToWbBxrb,"Forever 46, LLC - 00000057DCHF00477864",,6/28/2023
iLAVA,Molecular Live Resin Cartridge 500mg - Millionaire Gelato,Millionaire Gelato,230131-008,41534,12/15/2022,https://lims.tagleaf.com/coas/AqIvpCPbAuVENbBUW6RnbKbCUAW9yovhENZq6oI3HjifO7Xjsq,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s ROAR 6 Pack Prerolls 3g - Orange Wafers,Orange Wafers,308A-221215.0001,39310,12/15/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
Origin 51 [Fifty One],G-Code 14g - Value,G-Code,221011-019,38124,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Apes in Space 14g - Value,Apes in Space,221012-004,37974,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Mint Mango 3.5g - Value,Mint Mango,221011-001,42408,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Klumps 14g - Value,Klumps,221011-008,38122,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Apes in Space 14g - Value,Apes in Space,221011-022,38071,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Wookies 14g - Value,Wookies,221011-003,37988,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Cherry Gar-See-Ya 14g - Value,Cherry Gar-See-Ya,221011-015,38070,12/5/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
iLAVA,Delta 8 Clarity Cartridge 1000mg - Watermelon,Watermelon,230215-004CLWM,45309,12/2/2022,https://lims.tagleaf.com/coas/PZ1tDMNt9kMfZT0n3jAfWbF0AvqmbKtFBMt9AFbK5wyQdOHQh5,"Forever 46, LLC - 00000057DCHF00477864",,
Copperstate,Melonade #8 7g - Value,Melonade #8,3322MLN8.32.DT,37689,12/2/2022,,"Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED",,
iLAVA,Molecular Live Resin Cartridge 500mg - DTS,DTS,230131-012,42916,12/1/2022,https://lims.tagleaf.com/coas/FJs6fFoUbJpiwGVwKkKoJiapsUBMFPTI1Pmjc4Tjsl1RYY5GUe,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Molecular Live Resin Cartridge 500mg - DTS,DTS,230131-012,41583,12/1/2022,https://lims.tagleaf.com/coas/FJs6fFoUbJpiwGVwKkKoJiapsUBMFPTI1Pmjc4Tjsl1RYY5GUe,"Forever 46, LLC - 00000057DCHF00477864",,1/31/2023
iLAVA,Molecular Live Resin Cartridge 500mg - DTS,DTS,230131-012,40149,12/1/2022,https://lims.tagleaf.com/coas/FJs6fFoUbJpiwGVwKkKoJiapsUBMFPTI1Pmjc4Tjsl1RYY5GUe,"Forever 46, LLC - 00000057DCHF00477864",,
Copperstate,HFCS 7g - Value,HFCS,3322HFCS.32.DT,37690,11/30/2022,,"Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED",,
iLAVA,Delta 8 Clarity Cartridge 1000mg - Blue Dream,Blue Dream,230511-001CLBD,55219,11/30/2022,https://orders.confidentcannabis.com/report/public/pdf/ed671871-ee69-44e6-91c6-f45444695be3,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
iLAVA,Magma Sugar Wax 1g - Juicy Space Treat,Juicy Space Treat,221129-001,31868,11/29/2022,https://lims.tagleaf.com/coas/5GgOzTr8h1d2XpegAFJP1bTG6g85lueVr50if5gjXbelvSZ84O,"Forever 46, LLC - 00000057DCHF00477864",,
Origin 51 [Fifty One],Pineapple Express 3.5g - Value,Pineapple Express,221010-004,35327,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Funky Charms 3.5g - Value,Funky Charms,221010-001,32577,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Mint Mango 14g - Value,Mint Mango,221012-009,38131,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Grandpa Stash 14g - Value,Grandpa's Stash,221012-021,38000,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],GMO Pie 3.5g - Value,GMO Pie,221010-016,32561,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Alien Grapevine 14g - Value,Alien Grapevine,221012-018,38074,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Paki 3.5g - Value,Paki,221010-014,34899,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Floss Sugar 3.5g - Value,Floss Sugar,221010-024,33296,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Pineapple Express 3.5g - Value,Pineapple Express,221010-004,32557,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Cherry Gar-See-Ya 3.5g - Value,Cherry Gar-See-Ya,221010-019,35268,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Floss Sugar 14g - Value,Floss Sugar,221012-020,37965,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
iLAVA,Elemental Dablicator 1000mg - Blue Dream X,Blue Dream X,221123-006,32386,11/23/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
Origin 51 [Fifty One],G-Code 3.5g - Value,G-Code,221010-023,34939,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Frosted Apricots 3.5g - Value,Frosted Apricots,221010-022,32777,11/23/2022,,"46 Wellness, LLC (Yield Scientific - Cultivation) - REC",,
Origin 51 [Fifty One],Grandpa Stash 3.5g - Value,Grandpa Stash,221010-021,32728,11/23/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Cornbread 14g - Value,Cornbread,CRBR-221122.0001,33321,11/22/2022,https://lims.tagleaf.com/coas/NfelZROkWLqG3Is0IFGHiVLcR6IV5MEXMXdn6orxro42K7Ud8Q,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Gello,Gello,230-221122.0001,35330,11/22/2022,https://lims.tagleaf.com/coas/pNjA25KUzF3Vb28PIkYyJXuifLr32kHlkPtlfjRimZTirD50Ad,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Marshmellow Squirt 7g - Mid,Marshmellow Squirt,Marshmellow Squirt - 221122.0001,33832,11/22/2022,https://lims.tagleaf.com/coas/uNnl3RiqvzavwCqjTmczczemGiVsFy3g85z1GRFg9lZUPDfjb3,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Sacrilegious 14g - Mid,Sacrilegious,Sac-221122.0001,33631,11/22/2022,https://lims.tagleaf.com/coas/66YXCnOdv7vsX5kZyieiEzwoEVVNZO7AS0voVqcsx31eMkS5UE,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Zack's Cake 28g - Mid,Zack's Cake,Zack's Cake-221122.0001,34024,11/22/2022,https://lims.tagleaf.com/coas/daiLIir1wPkREdXZwVsyKS2ZwHki1sClpyWLeCO7ih4oUO2pKp,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Marshmellow Squirt,Marshmellow Squirt,Marshmellow Squirt - 221122.0001,36017,11/22/2022,https://lims.tagleaf.com/coas/uNnl3RiqvzavwCqjTmczczemGiVsFy3g85z1GRFg9lZUPDfjb3,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REST 6 Pack Prerolls 3g - Gary Satan,Gary Satan,325D-221122.0001,39173,11/22/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Sacrilegious 7g - Mid,Sacrilegious,Sac-221122.0001,33637,11/22/2022,https://lims.tagleaf.com/coas/66YXCnOdv7vsX5kZyieiEzwoEVVNZO7AS0voVqcsx31eMkS5UE,"Forever 46, LLC - 00000057DCHF00477864",,
High Scorez,High Scorez Sauce Infused Preroll 1.2g - Gello,Gello,230221.0001-IPR,35039,11/22/2022,https://lims.tagleaf.com/coas/ZBZtSSbLopYPzHL0WYzYVhVr7ZdgQoXo2ghTZpFB0quOT8mVMX,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blueberry Muffinz 28g - Value,Blueberry Muffinz,BBMFZ-312-221122.0001,33319,11/22/2022,https://lims.tagleaf.com/coas/0EyPGfWVZ0zXRTr0ufyzcyWziS04QsHf6a0rTJRTsTMlG5LvRQ,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Sonoran Lava 14g - Mid,Sonoran Lava,290D-221122.0001,33441,11/22/2022,https://lims.tagleaf.com/coas/wj483kiknlLTphr5HCn2HotLbAnRdBQwxpFZiOr9aDG2uubCAa,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Sonoran Lava 28g - Mid,Sonoran Lava,290D-221122.0001,33451,11/22/2022,https://lims.tagleaf.com/coas/wj483kiknlLTphr5HCn2HotLbAnRdBQwxpFZiOr9aDG2uubCAa,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Larry Lem OG,Larry Lem OG,Larry Lem OG-221122.0001,38126,11/22/2022,https://lims.tagleaf.com/coas/WYSn2iuvBdK7hzBeS067fqKFXcZxS4XyLtaTBeaQ7wB0QSqN3g,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Zack's Cake 7g - Mid,Zack's Cake,Zack's Cake-221122.0001,34026,11/22/2022,https://lims.tagleaf.com/coas/daiLIir1wPkREdXZwVsyKS2ZwHki1sClpyWLeCO7ih4oUO2pKp,"Forever 46, LLC - 00000057DCHF00477864",,
