"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
DTF Premium Preroll 1g - Jet Cream,52570,JtCr-230725.0002-W30,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,7/25/2023,
DTF Premium Preroll 1g - Gelato,52574,GLTO-230918.0001-W38,Gelato,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,9/18/2023,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,52087,230727-01-IZ,Strawberry Mo'nana,,8/21/2023,ZENZONA,6/21/2023,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) Refill - Hybrid,51875,230621-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,4/19/2023,"Forever 46, LLC - 00000057DCHF00477864"
zenzona Vegan Gummies Watermelon 100mg - Indica,49215,221220-002-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/14/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,51587,221220-002-STR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/23/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,51743,221220-002-RAS,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/24/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,50744,221220-002-PRP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/3/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,50745,221227-003-PB,Blackwater,"Forever 46, LLC - 00000057DCHF00477864",10/4/2023,ZENZONA,12/27/2022,
zenzona Vegan Gummies Brazilian Grape 100mg - Indica,51009,221220-002-BRG,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/5/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,49452,221220-002-ZBLO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/18/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,49164,230606-001-BBC,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",9/12/2023,ZENZONA,4/19/2023,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,45914,221101-002-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/27/2023,ZENZONA,11/1/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,49449,221220-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/21/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid,43741,221101-002-SC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,ZENZONA,11/1/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,49758,221220-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,ZENZONA,10/3/2022,
Medica RSO Dablicator 1000mg - Sunset Sherb,52646,231107-003,Sunset Sherb,"Forever 46, LLC - 00000057DCHF00477864",11/7/2023,iLAVA,9/5/2023,
Magma Sugar Wax 1g - Zack's Rhino,44801,230310-002,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,3/10/2023,
Magma Sugar Wax 1g - White Truffle,48480,230726-007,White Truffle,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,iLAVA,5/16/2023,
Magma Sugar Wax 1g - Gastropop,48097,230815-002,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",8/15/2023,iLAVA,7/10/2023,
Magma Sugar Wax 1g - Apple Fritter,42494,230503-006,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/1/2023,
Magma Crumble 2.5g - Gaschata,49235,230713-002,Gaschata,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,iLAVA,5/2/2023,
Magma Crumble 1g - Sunset Sherb,47184,230726-005,Sunset Sherb,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,iLAVA,5/23/2023,
Magma Crumble 1g - Gastropop,48069,230815-001,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",8/15/2023,iLAVA,7/10/2023,
Magma Crumble 1g - Gaschata,46348,230713-002,Gaschata,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,iLAVA,5/2/2023,
Magma Crumble 1g - Cherry Treat,46675,230720-002,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,5/16/2023,
Magma Budder 1g - nu TGK,40790,230328-002,nu TGK,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/28/2023,
Magma Budder 1g - ICS,44588,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,3/22/2023,
Magma Budder 1g - Chocolate Marshmellow,45681,230215-002,Chocolate Marshmellow,"Forever 46, LLC - 00000057DCHF00477864",7/25/2023,iLAVA,2/15/2023,
Magma Budder 1g - Blue Dream X,45090,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/14/2023,iLAVA,2/9/2023,
Lumen Budder 1g - Mellow Squirt,45993,230629-005,Mellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",6/29/2023,iLAVA,5/2/2023,
Lumen Budder 1g - Fatso,51037,230803-002,Fatso,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,iLAVA,6/21/2023,
Indica PM Chocolates Dark 100mg,51057,221101-217-IPM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/12/2023,INDICA PM,11/1/2022,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,50810,230621-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/5/2023,iLAVA,4/19/2023,
Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,52446,221227-002-HK,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",1/9/2023,HI KETO,12/26/2022,
Entourage Night Gummies 100mg - Wildberry,48787,230104-001-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/11/2023,iLAVA,10/3/2022,
Entourage Night Gummies 100mg - Watermelon,47667,230104-001-WM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/17/2023,iLAVA,10/3/2022,
Entourage Day Gummies 100mg - Blood Orange,48610,230104-001-BO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/6/2023,iLAVA,10/3/2022,
Elemental Dablicator 1000mg - Super Glue,46659,230713-005,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,iLAVA,5/2/2023,
Elemental Dablicator 1000mg - Kings Juice,49964,230315-012,Kings Juice,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,iLAVA,5/11/2022,
Elemental Dablicator 1000mg - Emergency,48602,230315-011,Emergency,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,iLAVA,6/7/2022,
Elemental Dablicator 1000mg - Blue Dream X,49181,230315-008,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,iLAVA,7/24/2022,
Delta 8 Clarity Cartridge 1000mg - White Widow,44237,230215-004CLWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Tangie,44236,221020-011CL,Tangie,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,iLAVA,10/20/2022,
Delta 8 Clarity Cartridge 1000mg - Mimosa,52442,230215-004CLMM,Mimosa,"Forever 46, LLC - 00000057DCHF00477864",9/13/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Green Quack,52524,230215-004CLGQ,Green Quack,"Forever 46, LLC - 00000057DCHF00477864",9/13/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Blue Dream,52488,230511-001CLBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,4/19/2023,
Delta 8 Clarity Cartridge 1000mg - Acapulco Gold,52484,230511-001CLAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",5/11/2023,iLAVA,4/19/2023,
ClearGold Cartridge 500mg - White Widow,52279,230208-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",8/31/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Wedding Cake,52467,230208-001CGWC,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Strawberry Cough,52433,230208-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Orange Cookies,45679,221109-001CGOC,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - GSC,50775,230208-001CGGS,GSC,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Granddaddy Purple,51357,230208-001CGGD,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - GG4,47988,230124-002CGGG,GG4,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Do-Si-Dos,44561,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),52253,230509-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/12/2023,iLAVA,9/21/2022,
ClearGold Cartridge 1000mg - White Widow,52281,230208-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",8/31/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Wedding Cake,52468,230208-001CGWC,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Strawberry Cough,52434,230208-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Raspberry Kush,48607,230104-001CGRK,Raspberry Kush,"Forever 46, LLC - 00000057DCHF00477864",6/27/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Orange Cookies,45680,221109-001CGOC,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - GSC,50776,230208-001CGGS,GSC,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Gelato,52482,230208-001CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Banana Kush,49966,230208-001CGBA,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - ATF,52487,230208-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - 1:1 (THC:CBD),52254,230509-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/12/2023,iLAVA,9/21/2022,
Atomic Cartridge 500mg - Zack's Cake,47784,230628-04,Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,iLAVA,10/3/2022,
Atomic Cartridge 1000mg - Zack's Cake,47785,230628-04,Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,iLAVA,10/3/2022,
Sunset Sherb 3.5g - Value,52614,SSherb-230918.0001-W38,Sunset Sherb,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,9/18/2023,
Gastropop 3.5g - Value,52603,324s-230918.0001-W38,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,9/18/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Jokerz Treat,50918,JtCr-230725.02-W30-4pkIPR,Jet Cream x Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",10/11/2023,High Scorez,7/25/2023,
Sunset Goo 3.5g,52654,SKL Sunset Goo 06.09.23 GH6 Bay 4,Sunset Goo,"Forever 46, LLC - 00000057DCHF00477864",11/17/2023,GRÄS Cannabis,6/9/2023,
Delta 8 Clarity Cartridge 1000mg - Green Quack,52524,230215-004CLGQ,Green Quack,"Forever 46, LLC - 00000057DCHF00477864",9/13/2023,iLAVA,10/3/2022,
Medica RSO Dablicator 1000mg - Sunset Sherb,52646,231107-003,Sunset Sherb,"Forever 46, LLC - 00000057DCHF00477864",11/7/2023,iLAVA,9/5/2023,
ClearGold Cartridge 1000mg - Wedding Cake,52468,230208-001CGWC,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Gelato,52482,230208-001CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Wedding Cake,52467,230208-001CGWC,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Gelato,52481,230208-001CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,"Forever 46, LLC - 00000057DCHF00477864"
iLAVA Touch Airless Pump 1.7oz (180mg THC/150mg CBD) - Hybrid,52653,230621-001A,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/25/2023,iLAVA,4/19/2023,
Delta 8 Clarity Cartridge 1000mg - Acapulco Gold,52484,230511-001CLAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",5/11/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - 1:1 (THC:CBD),52254,230509-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/12/2023,iLAVA,9/21/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),52253,230509-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/12/2023,iLAVA,9/21/2022,
Roaring 20s ROAR .5g Preroll - Strawberry Mo'nana (PROMO),52418,SMo-230717.0001-W29,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",11/8/2023,Roaring 20s,7/17/2023,
DTF Premium Preroll 1g - Jet Cream,52570,JtCr-230725.0002-W30,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,7/25/2023,
DTF Premium Preroll 1g - Kosher Kush,52454,235-230918.0001-W38,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",11/9/2023,DTF - Downtown Flower,9/18/2023,
DTF Premium Preroll 1g - Jet Cream,52573,JtCr-230905.0001-W36,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,9/5/2023,
DTF Premium Preroll 1g - Gelato,52574,GLTO-230918.0001-W38,Gelato,"Forever 46, LLC - 00000057DCHF00477864",11/15/2023,DTF - Downtown Flower,9/18/2023,
Gelato 3.5g - Mid,52470,GLTO-230918.0001-W38,Gelato,"Forever 46, LLC - 00000057DCHF00477864",11/10/2023,DTF - Downtown Flower,9/18/2023,
Gelato 7g - Mid,52472,GLTO-230918.0001-W38,Gelato,"Forever 46, LLC - 00000057DCHF00477864",11/10/2023,DTF - Downtown Flower,9/18/2023,
Gelato 14g - Mid,52469,GLTO-230918.0001-W38,Gelato,"Forever 46, LLC - 00000057DCHF00477864",11/10/2023,DTF - Downtown Flower,9/18/2023,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,52021,230606-001-BBC,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,ZENZONA,4/19/2023,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,52069,221220-002-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,52065,221220-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,52446,221227-002-HK,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,HI KETO,12/26/2022,
Delta 8 Clarity Cartridge 1000mg - Blue Dream,52488,230511-001CLBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - ATF,52487,230208-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - White Widow,52281,230208-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",8/31/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Strawberry Cough,52434,230208-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Strawberry Cough,52433,230208-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - ATF,52486,230208-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
High Scorez Sauce Infused Preroll 1.2g - Wedding Cake x ICS,44830,WeCa-230502.01-W18-IPR,Wedding Cake x ICS,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Strawberry Mo'nana x  Pineapple Express,46742,SMo-230523.03-W21-IPR,Strawberry Mo'nana x  Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",9/20/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Strawberry Mo'nana,46270,SMo-230523.02-W21,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Gary Satan,45496,230720.0003-IPR,Jet Cream x Gary Satan,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Dweebz,45495,230720.0002-IPR,Jet Cream x Dweebz,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Apple Fritter,44815,JtCr-230502.01-W18-IPR,Jet Cream x Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Fatso x Zack's Rhino,46704,224-230621.01-W25-IPR,Fatso x Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,6/21/2023,
zenzona Vegan Gummies Watermelon 100mg - Indica,51744,221220-002-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,51587,221220-002-STR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,51743,221220-002-RAS,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,50744,221220-002-PRP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,51870,221220-002-GRA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Brazilian Grape 100mg - Indica,51009,221220-002-BRG,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,51418,221220-002-ZBLO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,51869,221220-002-BLC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,50743,221220-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid,51588,221220-002-SC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,49758,221220-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,ZENZONA,10/3/2022,
iLAVA Touch Bulk Mixture,52605,230621-001B,Hybrid Blend,,11/15/2023,iLAVA,4/19/2023,
Roaring 20s ROAR .5g Preroll - Strawberry Mo'nana (DOORBUSTER),52473,SMo-230717.0001-W29,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",11/10/2023,Roaring 20s,7/17/2023,
Roaring 20s REBALANCE .5g Preroll - Mendo Dosi (PROMO),52252,323s-230816.0001-W33,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",11/6/2023,Roaring 20s,8/16/2023,
High Scorez Infused Preroll 0.6g - Guava Cross x Super Glue (DOORBUSTER),51964,GuCr-230725.01-W30-4pkIPR,Guava Cross x Super Glue,"Forever 46, LLC - 00000057DCHF00477864",10/31/2023,High Scorez,7/25/2023,
Wedding Cake 3.5g - Signature,51060,WeCa-230717.0001-W29,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",10/16/2023,DTF - Downtown Flower,7/17/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Kosher Kush,52443,235-230918.0001-W38,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",11/9/2023,Roaring 20s,9/18/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Fatso,51886,224-230816.0001-W33,Fatso,"Forever 46, LLC - 00000057DCHF00477864",10/27/2023,Roaring 20s,8/16/2023,
Gelato 7g - Value,51391,GLTO-230816.0001-W33,Gelato,"Forever 46, LLC - 00000057DCHF00477864",10/19/2023,DTF - Downtown Flower,8/16/2023,
Gelato 3.5g - Value,51394,GLTO-230816.0001-W33,Gelato,"Forever 46, LLC - 00000057DCHF00477864",10/19/2023,DTF - Downtown Flower,8/16/2023,
DTF Premium Preroll 1g -  Strawberry Mo'nana,52083,SMo-230717.0001-W29,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",11/2/2023,DTF - Downtown Flower,7/17/2023,
DTF Premium Preroll 1g - Fatso,52278,224-230816.0001-W33,Fatso,"Forever 46, LLC - 00000057DCHF00477864",11/6/2023,DTF - Downtown Flower,8/16/2023,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,51587,221220-002-STR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/23/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,46237,221101-002-RA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/2/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,50745,221227-003-PB,Blackwater,"Forever 46, LLC - 00000057DCHF00477864",10/4/2023,ZENZONA,12/27/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,49764,230727-01-IZ,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",9/27/2023,ZENZONA,6/21/2023,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,49449,221220-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/21/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,49758,221220-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,ZENZONA,10/3/2022,
Magma Sugar Wax 1g - Mendo Dosi,51911,231011-004,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",10/11/2023,iLAVA,8/16/2023,
Magma Budder 1g - Mendo Dosi,49721,230822-002,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",8/22/2023,iLAVA,7/10/2023,
Magma Budder 1g - Cherry Treat,46503,230720-003,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,5/16/2023,
Magma Budder 1g - Cali-O-Socks,48831,230629-002,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",6/29/2023,iLAVA,5/2/2023,
Lumen Crumble 1g - Jet Cream,47177,230726-002,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,iLAVA,5/23/2023,
Lumen Budder 1g - Pineapple Express,46238,230131-002,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",8/2/2023,iLAVA,1/31/2023,
Entourage Twilight Gummies 100mg - Blueberry,46235,221101-002-TB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/2/2023,iLAVA,11/1/2022,
Entourage Twilight Gummies 100mg - Blackberry,47057,230104-001-BLA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/15/2023,iLAVA,10/3/2022,
Elemental Dablicator 1000mg - Pineapple Express,52109,231018-004,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",10/18/2023,iLAVA,1/31/2023,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,49211,230215-004CLSD,Sundae Driver,"Forever 46, LLC - 00000057DCHF00477864",9/13/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Durban Poison,45307,230215-004CLDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",2/15/2023,iLAVA,10/3/2022,
Delta 8 Clarity Cartridge 1000mg - Alien OG,50687,230215-004CLAO,Alien OG,"Forever 46, LLC - 00000057DCHF00477864",9/13/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Durban Poison,52315,230208-001CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Blue Cheese,52249,230208-001CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Acapulco Gold,52440,230208-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Northern Lights,52244,230208-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
