"","Package.ID","Brand","Product","Batch","Strain","Distribution.Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated.By","Laboratory.Testing.Results","Point.of.Intended.Sale","Extraction.Method"
"37",57158,"ZENZONA","zenzona Vegan Gummies Prickly Pear 100mg - Hybrid","221220-0002-PRC","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"38",57156,"ZENZONA","zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid","221220-002-BC","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"39",57155,"ZENZONA","zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa","221220-002-HON","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"40",57154,"ZENZONA","zenzona Vegan Gummies Raspberry 100mg - Sativa","221220-002-RASP","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"41",57153,"ZENZONA","zenzona Vegan Gummies Blood Orange 100mg - Sativa","221220-002-ZBOR","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"42",57152,"ZENZONA","zenzona Vegan Gummies Grapefruit 100mg - Sativa","221220-002-GF","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"43",57128,"iLAVA","GOLD Disposable Cartridge 1000mg - Acapulco Gold","231121-006AG","Acapulco Gold","Forever 46, LLC - 00000057DCHF00477864","07/17/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/99621efa-36a1-4389-b225-59a2d0b938d2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"44",57122,"ZENZONA","zenzona Vegan Gummies Pineberry 100mg RSO - Indica","240228-003-PB","Indica","Forever 46, LLC - 00000057DCHF00477864","12/29/2023","03/25/2024","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"45",57119,"DTF - Downtown Flower","DTF Premium Preroll 1g - Fatso","224-231214.0001-W50","Fatso","Forever 46, LLC - 00000057DCHF00477864","12/14/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/a2ca650e-8a02-4a17-86ef-5701ec6eb711","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"46",57118,"DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-231214.0001-W50","Gastropop","Forever 46, LLC - 00000057DCHF00477864","12/14/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/1bd2b487-9d2b-47b9-920b-ba74d33e5a71","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"47",57080,"iLAVA","iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid","240110-001","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","07/25/2023","01/10/2024","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"48",57010,"DTF - Downtown Flower","White Truffle 3.5g","317s-240117.0001-W3","White Truffle","Forever 46, LLC - 00000057DCHF00477864","01/17/2024","03/20/2024","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
