"","Package ID","Brand","Product","Batch","Strain","Distribution Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated By","Laboratory.Testing.Results","Point of Intended Sale","Extraction Method"
"151","54554","DTF - Downtown Flower","DTF Premium Preroll 1g - Fatso","224-230918.0001-W38","Fatso","Forever 46, LLC - 00000057DCHF00477864","9/18/2023","2024-01-04","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/msc76awy","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"152","55046","DTF - Downtown Flower","DTF Premium Preroll 1g - Fatso","224-231031.0001-W44","Fatso","Forever 46, LLC - 00000057DCHF00477864","10/31/2023","2024-01-24","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"153","56152","DTF - Downtown Flower","DTF Premium Preroll 1g - Fatso","224-231214.0001-W50","Fatso","Forever 46, LLC - 00000057DCHF00477864","12/14/2023","2024-02-22","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/a2ca650e-8a02-4a17-86ef-5701ec6eb711","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"154","30809","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","218-221020.0001","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","10/20/2022","2023-01-01","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/4d4ec75e-82d3-45b5-9ab5-94414850c6ba","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"155","43861","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","218-230301.0001-W09","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","3/1/2023","2023-06-22","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/aTbdCLk2ZQVtO0uVPJF3c5MrqgsQulgKoEWHW1WH1KatqntHpy","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"156","44435","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","FoFi-230516.0001-W20","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/zLWr1yQr8gWVg74rq7vXT2IQEquEXJYEt6SyhR5CyY93U3XqYk","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"157","49020","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","FoFi-230710.0001-W28","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-09-18","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/WdxAkOUQSgktapYPWKjNR2KV0QnvwHQsCRfx9Vr95I00XQQ8IZ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"158","52813","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","FoFi-230918.0001-W38","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","9/18/2023","2023-11-20","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/5ejwvfzc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"159","54320","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","FoFi-231017.0001-W42","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2023-12-26","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/ysd5mbb5","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"160","54695","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","FoFi-231017.0001-W42","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2024-01-11","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/ysd5mbb5","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"161","54562","DTF - Downtown Flower","DTF Premium Preroll 1g - Forest Fire","FoFi-231116.0001-W46","Forest Fire","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-05","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/ca8a529d-4101-404a-be58-ad4cecb671c8","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"162","47043","DTF - Downtown Flower","DTF Premium Preroll 1g - Fresh Fritter","FrFr-230710.0001-W28","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-08-16","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/2u7D34q2StNP4J7UVvTDM6GcNxDllgpPmrxteF7PxxRzKQO6aj","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"163","49063","DTF - Downtown Flower","DTF Premium Preroll 1g - Fresh Fritter","FrFr-230710.0001-W28","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-09-18","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/2u7D34q2StNP4J7UVvTDM6GcNxDllgpPmrxteF7PxxRzKQO6aj","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"164","49086","DTF - Downtown Flower","DTF Premium Preroll 1g - Fresh Fritter","FrFr-230710.0001-W28","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","7/10/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/2u7D34q2StNP4J7UVvTDM6GcNxDllgpPmrxteF7PxxRzKQO6aj","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"165","53601","DTF - Downtown Flower","DTF Premium Preroll 1g - Fresh Fritter","FrFr-231003.0001-W40","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-06","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yebf9jy4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"166","55576","DTF - Downtown Flower","DTF Premium Preroll 1g - Fresh Fritter","FrFr-231116.0001-W46","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-02-06","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"167","43231","DTF - Downtown Flower","DTF Premium Preroll 1g - Gary Satan","325D-230502.0001-W18","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","5/2/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/55zhwfjd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"168","44426","DTF - Downtown Flower","DTF Premium Preroll 1g - Gary Satan","325D-230502.0001-W18","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-07-02","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/55zhwfjd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"169","53621","DTF - Downtown Flower","DTF Premium Preroll 1g - Gary Satan","325D-231003.0001-W40","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-06","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/49fwp6ep","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"170","54441","DTF - Downtown Flower","DTF Premium Preroll 1g - Gary Satan","325D-231003.0001-W40","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-29","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/49fwp6ep","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"171","54826","DTF - Downtown Flower","DTF Premium Preroll 1g - Gary Satan","325D-231031.0001-W44","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","10/31/2023","2024-01-16","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/01751ee7-eb93-4496-82ab-abedf645517b","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"172","44651","DTF - Downtown Flower","DTF Premium Preroll 1g - Gaschata","271-230502.0001-W18","Gaschata","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-07-06","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/9ln74qZHwts38KDYb78pcYGGFZ4k24uATA4oh5bK7oP9ILiPaw","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"173","34740","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-221020.0001","Gastropop","Forever 46, LLC - 00000057DCHF00477864","10/20/2022","2023-02-16","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/99d06422-5c9c-4062-95e2-9fc5e1e39c25","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"174","31823","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-221026.0001","Gastropop","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/sample/e707b046-5948-4d68-879a-c76923bf6701","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"175","41789","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230117.0001","Gastropop","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-05-18","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/6hpadDVMqwZs80PLwiOjleGYtAkD182roXZYdd4l17qxp5Yqtk","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"176","42452","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230117.0001","Gastropop","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-05-31","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/6hpadDVMqwZs80PLwiOjleGYtAkD182roXZYdd4l17qxp5Yqtk","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"177","43142","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230309.0001-W10","Gastropop","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-06-13","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/TRX71ag9cMm7mw8yaDlk71zMQjj1UtgzY3j0oAwyJ6B8UC43uJ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"178","43334","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230309.0001-W10","Gastropop","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-06-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/TRX71ag9cMm7mw8yaDlk71zMQjj1UtgzY3j0oAwyJ6B8UC43uJ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"179","43544","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230419.0001-W16","Gastropop","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-06-19","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/OmZqaSvb7bB6CLkA8j91SeZ8twJRfCvOYthgGqfDjGqnUnEQvg","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"180","47210","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230710.0001-W28","Gastropop","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-08-21","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/j4We7JGpsZ2fa6Wm5SiMlk5ieRbRlfPEhu3XmHzxn40cUGyxk5","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"181","51572","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230725.0001-W30","Gastropop","Forever 46, LLC - 00000057DCHF00477864","7/25/2023","2023-10-23","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/58bbzy64","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"182","52280","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230816.0001-W33","Gastropop","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-11-06","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/5ax8uya4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"183","53409","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230816.0001-W33","Gastropop","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-11-30","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/5ax8uya4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"184","54486","DTF - Downtown Flower","DTF Premium Preroll 1g - Gastropop","324s-230918.0001-W38","Gastropop","Forever 46, LLC - 00000057DCHF00477864","9/18/2023","2024-01-02","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2s7e37n2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"185","45247","DTF - Downtown Flower","DTF Premium Preroll 1g - Gelato","GLTO-230523.0001-W21","Gelato","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-07-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/rrk7d3FWhbsmpb4sQhY3VHEvhO3mh8B6L7m52Svh0mPNVuYhdW","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"186","49894","DTF - Downtown Flower","DTF Premium Preroll 1g - Gelato","GLTO-230725.0001-W30","Gelato","Forever 46, LLC - 00000057DCHF00477864","7/25/2023","2023-09-29","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2uyhymbf","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"187","11111","DTF - Downtown Flower","DTF Premium Preroll 1g - Gelato","GLTO-230918.0001-W38","Gelato","Forever 46, LLC - 00000057DCHF00477864","9/18/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/ms2wnpbw","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"188","52574","DTF - Downtown Flower","DTF Premium Preroll 1g - Gelato","GLTO-230918.0001-W38","Gelato","Forever 46, LLC - 00000057DCHF00477864","9/18/2023","2023-09-18","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/ms2wnpbw","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"189","35330","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","230-221122.0001","Gello","Forever 46, LLC - 00000057DCHF00477864","11/22/2022","2023-02-23","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/pNjA25KUzF3Vb28PIkYyJXuifLr32kHlkPtlfjRimZTirD50Ad","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"190","40668","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","230-230103.0001","Gello","Forever 46, LLC - 00000057DCHF00477864","1/3/2023","2023-05-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/CS7Cxx5P4PEQRnmtL4ULEmpUw1Wu4ryvcobvU8xu3WVtOZ7yIY","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"191","42650","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","Gell-230316.0001-W11","Gello","Forever 46, LLC - 00000057DCHF00477864","3/16/2023","2023-06-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/XCJjcZH6RFHFAwI1fgU8TPSsTbufKlDJhjVIQBdsr1LFmgTCns","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"192","43143","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","Gell-230316.0001-W11","Gello","Forever 46, LLC - 00000057DCHF00477864","3/16/2023","2023-06-13","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/XCJjcZH6RFHFAwI1fgU8TPSsTbufKlDJhjVIQBdsr1LFmgTCns","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"193","51258","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","Gell-230717.0001-W29","Gello","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-10-18","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/bdjz548x","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"194","51547","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","Gell-230717.0001-W29","Gello","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-07-17","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/bdjz548x","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"195","55775","DTF - Downtown Flower","DTF Premium Preroll 1g - Gello","Gell-231130.0001-W48","Gello","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/549de380-9697-4fad-b41d-af8b50c4e844","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"196","46698","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","GuCr-230523.0001-W21","Guava Cross","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-08-11","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/sFMcDvpxjnL1EBPFJKQXN8nl7k0yHVUWp0F5ZsYP2fdrCgCUwb","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"197","52115","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","GuCr-230725.0001-W30","Guava Cross","Forever 46, LLC - 00000057DCHF00477864","7/25/2023","2023-11-03","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/52uhw7xf","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"198","56383","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","GuCr-231229.0001-W52","Guava Cross","Forever 46, LLC - 00000057DCHF00477864","12/29/2023","2024-02-29","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"199","56731","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","GuCr-231229.0001-W52","Guava Cross","Forever 46, LLC - 00000057DCHF00477864","12/29/2023","2024-03-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"200","41867","DTF - Downtown Flower","DTF Premium Preroll 1g - ICS","318-230301.0001-W09","ICS","Forever 46, LLC - 00000057DCHF00477864","3/1/2023","2023-05-22","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/n5SRM0eb6a4Q5cK3AJCDTWUbnvOpiG9ry8FacHpprm97eAQL8a","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"201","44647","DTF - Downtown Flower","DTF Premium Preroll 1g - ICS","318-230309.0001-W10","ICS","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-07-06","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/7hQX8KFGkpLC8GwSnNvsy487q3aIT6Wxrdu9Fi0GZKNBlwLgIg","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"202","43342","DTF - Downtown Flower","DTF Premium Preroll 1g - ICS","318-230316.0001-W11","ICS","Forever 46, LLC - 00000057DCHF00477864","3/16/2023","2023-06-15","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/IewzNopECLdX2PTMFP9ma9DKeVKZzblONyZgwmhhmiNxr37tX0","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"203","40180","DTF - Downtown Flower","DTF Premium Preroll 1g - Ice Cream Social","318-230103.0001","ICS","Forever 46, LLC - 00000057DCHF00477864","1/3/2023","2023-04-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Jyn5WQrSEnisKIFFpl9y8CbktQOjCK6VB8TCkyWDQQVxuARbVX","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"204","40773","DTF - Downtown Flower","DTF Premium Preroll 1g - Ice Cream Social","318-230117.0001","ICS","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-05-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kvINzlGUuQEwWM4rXDQ6s6sUHG13ZjAWKxiY4f7Ba8RPi52hHU","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"205","45950","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230502.0001-W18","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-07-28","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/ztgiciCvxh36Au3GEya1lw22faZNVIDmejhthE8BRMKSqMQtCG","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"206","46676","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230523.0001-W21","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-08-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/XHhnlJjUgrhs588nFogX8qK22svbYF4DbLYEMNh837G7qne0tb","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"207","51012","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230717.0001-W29","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-10-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"208","51062","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230725.0002-W30","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","7/25/2023","2023-10-16","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yckhrb7k","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"209","52570","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230725.0002-W30","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","7/25/2023","2023-11-15","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yckhrb7k","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"210","52573","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230905.0001-W36","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","9/5/2023","2023-11-15","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3w5syyz3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"211","54063","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-230905.0001-W36","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","9/5/2023","2023-12-14","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3w5syyz3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"212","56164","DTF - Downtown Flower","DTF Premium Preroll 1g - Jet Cream","JtCr-231229.0001-W52","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","12/29/2023","2024-02-23","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/5747e61b-b6fe-42df-b912-d6b9f2e8d6e7","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"213","31368","DTF - Downtown Flower","DTF Premium Preroll 1g - Jokers Candy","JRK CNDY-221020.0001","Jokers Candy","Forever 46, LLC - 00000057DCHF00477864","10/20/2022","2023-01-08","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"214","33450","DTF - Downtown Flower","DTF Premium Preroll 1g - Jokers Candy","JRK CNDY-221026.0001","Jokers Candy","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-31","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/sample/2903495d-ccff-4e41-b0bf-3924901388a4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"215","31371","DTF - Downtown Flower","DTF Premium Preroll 1g - Jungle Lava","290A-220927.0001","Jungle Lava","Forever 46, LLC - 00000057DCHF00477864","9/27/2022","2023-01-08","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"216","40881","DTF - Downtown Flower","DTF Premium Preroll 1g - Jungle Lava","290A-230103.0001","Jungle Lava","Forever 46, LLC - 00000057DCHF00477864","1/3/2023","2023-05-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/xUQ92NuJjNSJz1xgY12sV84GacjAD9ROucdd7WhScUHgSVl2GK","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"217","39796","DTF - Downtown Flower","DTF Premium Preroll 1g - Jungle Lava","290A-230117.0001","Jungle Lava","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-04-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/S2Wf5Bs0Q6pmfafdfL3N01sLcqyvcQHfXd3ZnL3pqGF4BlHfGx","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"218","33959","DTF - Downtown Flower","DTF Premium Preroll 1g - Kosher Kush","235-220825.0001","Kosher Kush","Forever 46, LLC - 00000057DCHF00477864","8/25/2022","2023-02-07","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/3996f7f0-c031-4f68-95ef-d1c82adc3336","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"219","38916","DTF - Downtown Flower","DTF Premium Preroll 1g - Kosher Kush","235-221109.0001","Kosher Kush","Forever 46, LLC - 00000057DCHF00477864","11/9/2022","2023-04-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/grdR24ZM7T75sItegGOiB87hBBmKNdTLTc8n0iobtZ36cv7siu","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"220","40656","DTF - Downtown Flower","DTF Premium Preroll 1g - Kosher Kush","235-230103.0001","Kosher Kush","Forever 46, LLC - 00000057DCHF00477864","1/3/2023","2023-05-01","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kLrv91ljRwBfGLp8N22KHVvPKjlje9Omvl6H2s6bOX4VsQqE5I","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"221","45046","DTF - Downtown Flower","DTF Premium Preroll 1g - Kosher Kush","235-230502.0001-W18","Kosher Kush","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-07-13","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/vlHm9vMusuJEvgPrMCVv8OoUfYS6vwPT29XB8D21CkPHnIjujT","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
